# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
310;SEPA Purpose Code;SEPA Purpose Code;ZIR;V1.0;20160118

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Gültig_ab;Gültig_bis;Zugangsvokabular
310_141;SCVE;0;1;0;NULL;;An- und Verkauf von Dienstleistungen (Purchase Sale Of Services);;;
310_142;SECU;0;1;0;NULL;;Wertpapiere / Sicherheiten (Securities);;;
310_143;SEPI;0;1;0;NULL;;Wertpapierkauf intern (Securities Purchase In-house);;;
310_144;SSBE;0;1;0;NULL;;Sozialleistung / -hilfe (Social Security Benefit);;;
310_145;STDY;0;1;0;NULL;;Studium (Study);;;
310_146;SUBS;0;1;0;NULL;;Abonnement (Subscription);;;
310_147;SUPP;0;1;0;NULL;;Lieferantenzahlung (Supplier Payment);;;
310_148;TAXR;0;1;0;NULL;;Steuererstattung / -rückzahlung (Tax Refund);;;
310_149;TAXS;0;1;0;NULL;;Steuerzahlung (Tax Payment);;;
310_15;BEXP;0;1;0;NULL;;Betriebsausgaben / Geschäftskosten (Business Expenses);;;
310_150;TBIL;0;1;0;NULL;;Telekommunikationsrechnung (Telecommunications Bill);;;
310_151;TCSC;0;1;0;NULL;;Kommunale Servicegebühr (Town Council Service Charges);;;
310_152;TELI;0;1;0;NULL;;telefonisch veranlasste Transaktion (Telephone-Initiated Transaction);;;
310_153;TRAD;0;1;0;NULL;;Handelsdienstleistung (Trade Services);;;
310_154;TREA;0;1;0;NULL;;Finanzamt-Zahlung (Treasury Payment);;;
310_155;TRFD;0;1;0;NULL;;Treuhandfonds (Trust Fund);;;
310_156;TRPT;0;1;0;NULL;;Straßennutzungsgebühr / Maut (Road Pricing);;;
310_157;UBIL;0;1;0;NULL;;Versorgungsunternehmen (Utilities);;;
310_158;VATX;0;1;0;NULL;;Umsatzsteuerzahlung (Value Added Tax Payment);;;
310_159;VIEW;0;1;0;NULL;;Augenbehandlung (Vision Care);;;
310_16;BLDM;0;1;0;NULL;;Gebäudeinstandhaltung (Building Maintenance);;;
310_160;WEBI;0;1;0;NULL;;Internetbasierte Transaktion (Internet-Initiated Transaction);;;
310_161;WHLD;0;1;0;NULL;;Kapitalertrags- / Quellensteuer (With Holding);;;
310_162;WTER;0;1;0;NULL;;Wasserrechnung (Water Bill);;;
310_17;BOCE;0;1;0;NULL;;Umwandlung eines Eingangs bei einer Abwicklungsstelle (Back Office Conversion Entry);;;
310_18;BONU;0;1;0;NULL;;Bonuszahlung (Bonus Payment);;;
310_19;BUSB;0;1;0;NULL;;Bus (Bus);;;
310_2;ADMG;0;1;0;NULL;;Administrative Verwaltung / Management (Administrative Management);;;
310_20;CAFI;0;1;0;NULL;;Hausmeistergebühr betriebsintern (Custodian Management fee In-house);;;
310_21;CASH;0;1;0;NULL;;Dispositionszahlung (Cash Management Transfer);;;
310_22;CBFF;0;1;0;NULL;;Vermögenswirksame Leistung (Capital Building);;;
310_23;CBFR;0;1;0;NULL;;Baukapital und Vermögensaufbau für den Ruhestand (Capital Building Retirement);;;
310_24;CBLK;0;1;0;NULL;;Clearing des Massenzahlungsverkehrs (Card Bulk Clearing);;;
310_25;CBTV;0;1;0;NULL;;Kabel-TV-Rechnung (Cable TV Bill);;;
310_26;CCRD;0;1;0;NULL;;Kreditkartenzahlung (Credit Card Payment);;;
310_27;CDBL;0;1;0;NULL;;Kreditkartenabrechnung (Credit Card Bill);;;
310_28;CDCB;0;1;0;NULL;;Kartenzahlung mit Cashback (Card Payment with Cashback);;;
310_29;CDCD;0;1;0;NULL;;Barauszahlung (Cash Disbursement);;;
310_3;ADVA;0;1;0;NULL;;Vorauszahlung (Advance Payment);;;
310_30;CDCS;0;1;0;NULL;;Barauszahlung mit Aufschlag (Cash Disbursement with Surcharging);;;
310_31;CDDP;0;1;0;NULL;;Zahlungsaufschub / Stundung (Card Deferred Payment);;;
310_32;CDOC;0;1;0;NULL;;Gutschrift aus Glückspiel (Original Credit);;;
310_33;CDQC;0;1;0;NULL;;Bargeldersatz (Quasi Cash);;;
310_34;CFDI;0;1;0;NULL;;Kapital / Anlagevermögen fällig innerbetrieblich (Capital falling due In-house);;;
310_35;CFEE;0;1;0;NULL;;Stornogebühr (Cancellation Fee);;;
310_36;CGDD;0;1;0;NULL;;Zahlung aus einer Lastschrift unter Verwendung einer Zahlungskarte (Card Generated Direct Debit);;;
310_37;CHAR;0;1;0;NULL;;Spendenzahlung (Charity Payment);;;
310_38;CLPR;0;1;0;NULL;;Ablösen Autodarlehen (Car Loan Principal Repayment);;;
310_39;CMDT;0;1;0;NULL;;Warenüberweisung (Commodity Transfer);;;
310_4;AEMP;0;1;0;NULL;;aktive Arbeitsmarktpolitik (Active Employment Policy);;;
310_40;COLL;0;1;0;NULL;;Einzug (Collection Payment);;;
310_41;COMC;0;1;0;NULL;;Warenkredit (Commercial Payment);;;
310_42;COMM;0;1;0;NULL;;Provision (Commission);;;
310_43;COMT;0;1;0;NULL;;Zahlung zu Gunsten Dritter (Consumer Third Party Consolidated Payment);;;
310_44;COST;0;1;0;NULL;;Kosten (Costs);;;
310_45;CPKC;0;1;0;NULL;;Parkgebühren (Carpark Charges);;;
310_46;CPYR;0;1;0;NULL;;Urheberschutz (Copyright);;;
310_47;CSDB;0;1;0;NULL;;Barauszahlung (Cash Disbursement);;;
310_48;CSLP;0;1;0;NULL;;Sozialkreditzahlung einer Firma an die Bank (Company Social Loan Payment To Bank);;;
310_49;CVCF;0;1;0;NULL;;Genesungs- / Betreuungseinrichtung (Convalescent Care Facility);;;
310_5;AGRT;0;1;0;NULL;;landwirtschaftliche Zahlung (Agricultural Transfer);;;
310_50;DBTC;0;1;0;NULL;;Lastschriftzahlung (Debit Collection Payment);;;
310_51;DCRD;0;1;0;NULL;;Debitkartenzahlung (Debit Card Payment);;;
310_52;DEPT;0;1;0;NULL;;Einzahlung (Deposit);;;
310_53;DERI;0;1;0;NULL;;Derivate (Derivatives);;;
310_54;DIVD;0;1;0;NULL;;Dividende (Dividend);;;
310_55;DMEQ;0;1;0;NULL;;langlebiges medizinisches Equipment (Durable Medicale Equipment);;;
310_56;DNTS;0;1;0;NULL;;zahnärztliche Leistungen (Dental Services);;;
310_57;EDUC;0;1;0;NULL;;Studiengebühr (Education);;;
310_58;ELEC;0;1;0;NULL;;Stromrechnung (Electricity Bill);;;
310_59;ENRG;0;1;0;NULL;;Enerigie (Energies);;;
310_6;AIRB;0;1;0;NULL;;Luftfracht (Air);;;
310_60;ESTX;0;1;0;NULL;;Erbschaftssteuer (Estate Tax);;;
310_61;ETUP;0;1;0;NULL;;elektronische Geldbörse aufbessern (E-Purse Top Up);;;
310_62;FAND;0;1;0;NULL;;finanzielle Unterstützung bei Naturkatastrophen (Financial Aid In Case Of Natural Disaster);;;
310_63;FCOL;0;1;0;NULL;;Gebühreneinzug (Fee Collection);;;
310_64;FCPM;0;1;0;NULL;;Zahlungsverzug (Late Payment of Fees & Charges);;;
310_65;FERB;0;1;0;NULL;;Fähre (Ferry);;;
310_66;FREX;0;1;0;NULL;;Devisenverkehr (Foreign Exchange);;;
310_67;FWLV;0;1;0;NULL;;Gastarbeiter (Foreign Worker Levy);;;
310_68;GASB;0;1;0;NULL;;Gasrechnung (Gas Bill);;;
310_69;GDDS;0;1;0;NULL;;An- und Verkauf von Waren (Purchase Sale Of Goods);;;
310_7;ALLW;0;1;0;NULL;;Zahlung von Zulagen (Allowance);;;
310_70;GDSV;0;1;0;NULL;;An- und Verkauf von Waren und Dienstleistungen (Purchase Sale Of Goods And Services);;;
310_71;GFRP;0;1;0;NULL;;Entschädigung für Arbeitslose während Insolvenzverfahren (Guarantee Fund Rights Payment);;;
310_72;GOVI;0;1;0;NULL;;Regierungsversicherung (Government Insurance);;;
310_73;GOVT;0;1;0;NULL;;Gutschrift öffentliche Kassen (Government Payment);;;
310_74;GSCB;0;1;0;NULL;;An- und Verkauf von Waren und Dienstleistungen mit Cashback (Purchase Sale Of Goods And Services With Cash Back);;;
310_75;GSTX;0;1;0;NULL;;Steuer auf Waren und Dienstleistungen (Goods & Services Tax);;;
310_76;GVEA;0;1;0;NULL;;Österreichische Regierungsangestellte Kategorie A (Austrian Government Employees Category A);;;
310_77;GVEB;0;1;0;NULL;;Österreichische Regierungsangestellte Kategorie B (Austrian Government Employees Category B);;;
310_78;GVEC;0;1;0;NULL;;Österreichische Regierungsangestellte Kategorie C (Austrian Government Employees Category C);;;
310_79;GVED;0;1;0;NULL;;Österreichische Regierungsangestellte Kategorie D (Austrian Government Employees Category D);;;
310_8;ALMY;0;1;0;NULL;;Unterhaltszahlung (Alimony Payment);;;
310_80;GWLT;0;1;0;NULL;;Zahlung an Kriegsopfer und dienstunfähige Soldaten (Goverment War Legislation Transfer);;;
310_81;HEDG;0;1;0;NULL;;Deckungs- / Sicherungsgeschäft (Hedging);;;
310_82;HLRP;0;1;0;NULL;;Ablösen Haus- / Wohnungsdarlehen (Housing Loan Repayment);;;
310_83;HLTC;0;1;0;NULL;;häusliche Krankenpflege (Home Health Care);;;
310_84;HLTI;0;1;0;NULL;;Krankenversicherung (Health Insurance);;;
310_85;HSPC;0;1;0;NULL;;Krankenhauspflege (Hospital Care);;;
310_86;HSTX;0;1;0;NULL;;Haus- und Grundsteuer (Housing Tax);;;
310_87;ICCP;0;1;0;NULL;;unwiderrufliche Kreditkartenzahlung (Irrevocable Credit Card Payment);;;
310_88;ICRF;0;1;0;NULL;;Kurzzeitpflege (Intermediate Care Facility);;;
310_89;IDCP;0;1;0;NULL;;unwiderrufliche Debitkartenzahlung (Irrevocable Debit Card Payment);;;
310_9;ANNI;0;1;0;NULL;;Rente (Annuity);;;
310_90;IHRP;0;1;0;NULL;;Raten- / Mietkauf (Instalment Hire Purchase Agreement);;;
310_91;INPC;0;1;0;NULL;;Kraftfahrzeugversicherung (Insurance Premium Car);;;
310_92;INSM;0;1;0;NULL;;Rate (Installment);;;
310_93;INSU;0;1;0;NULL;;Versicherungsbeitrag (Insurance Premium);;;
310_94;INTC;0;1;0;NULL;;interne Firmenzahlung (Intra Company Payment);;;
310_95;INTE;0;1;0;NULL;;Zinsen (Interest);;;
310_96;INTX;0;1;0;NULL;;Einkommenssteuer (Income Tax);;;
310_97;INVS;0;1;0;NULL;;Investmentfonds, Anlageprodukte, Aktien (Investment & Securities);;;
310_98;IVPT;0;1;0;NULL;;Zahlung von Rechnungen (Invoice Payment);;;
310_99;LBRI;0;1;0;NULL;;Versicherung Arbeit (Labor Insurance);;;
